pH,Turbidity,Diarrhea,Vomiting,Fever,Skin_Rash,Jaundice,Stomach_Pain,Label
8.78,44.71,0,0,0,0,0,0,None
5.93,11.6,1,0,0,0,0,1,E. coli
7.02,4.86,0,0,0,0,0,0,None
5.26,71.68,1,0,1,0,0,1,Salmonella
9.0,8.92,0,0,0,0,0,0,None
6.49,1.21,0,0,1,0,0,0,None
7.6,13.41,1,0,0,0,0,0,Protozoa
9.65,7.06,0,0,0,0,0,0,None
9.99,3.35,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.07,13.35,1,0,0,0,0,1,E. coli
8.19,5.27,1,0,0,0,0,1,E. coli
7.83,5.61,1,0,0,0,0,0,Protozoa
6.13,8.83,1,0,0,0,0,0,Protozoa
7.76,5.12,1,0,0,0,0,1,E. coli
7.72,11.96,0,0,0,0,0,0,Viruses
9.05,52.61,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.58,5.63,1,1,0,0,0,1,E. coli
9.92,0.14,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.11,3.71,1,1,0,0,0,1,Vibrio cholerae
8.54,74.76,0,0,0,0,0,1,None
6.1,9.21,1,0,0,0,0,0,Protozoa
6.63,14.22,1,0,0,0,0,1,E. coli
6.13,10.05,0,0,0,0,1,0,Hepatitis A/E
6.42,9.78,1,0,0,0,0,1,E. coli
8.4,61.13,1,1,0,0,0,1,E. coli
9.28,15.76,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.46,13.0,1,0,0,0,0,1,E. coli
8.89,11.14,0,0,0,0,0,0,None
9.9,9.92,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.94,6.26,1,1,0,0,0,1,E. coli
8.5,76.63,0,0,1,0,1,0,Hepatitis A/E
5.21,3.99,0,0,0,1,0,0,Fungi
6.16,89.5,0,0,0,0,1,0,Hepatitis A/E
8.97,9.86,1,0,1,0,0,1,Salmonella
5.05,11.9,0,0,0,0,0,0,Fungi
8.27,2.17,0,0,0,0,0,0,None
7.25,5.09,1,0,0,0,0,1,E. coli
9.51,81.32,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.6,13.06,1,1,0,0,0,1,E. coli
8.61,96.61,1,1,0,0,0,1,Vibrio cholerae
9.1,12.08,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.6,7.12,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.23,6.53,0,0,0,0,0,0,Fungi
7.37,1.24,0,0,0,0,0,0,None
8.88,4.74,0,0,1,0,0,0,None
5.85,3.83,0,0,0,0,0,0,None
4.41,10.73,1,0,1,0,0,1,Salmonella
5.84,1.05,1,0,1,0,0,1,Salmonella
8.26,4.33,0,0,0,0,0,0,None
5.56,13.01,1,0,0,0,0,1,E. coli
6.51,0.82,0,0,0,0,0,0,None
9.21,10.57,1,0,1,0,0,1,Salmonella
8.45,14.52,1,1,0,0,0,1,Vibrio cholerae
8.03,73.63,1,0,0,0,0,1,E. coli
5.88,73.73,1,0,0,0,0,1,E. coli
7.25,13.07,1,1,0,0,0,1,Vibrio cholerae
6.25,9.69,1,1,1,0,0,1,Salmonella
7.62,3.12,1,1,0,0,0,1,Vibrio cholerae
4.86,3.79,0,0,0,1,0,0,Fungi
8.09,5.97,1,0,0,0,0,0,Protozoa
8.65,45.91,0,0,0,0,1,0,Hepatitis A/E
7.51,11.25,1,1,0,0,0,1,Vibrio cholerae
6.48,12.21,0,0,0,0,0,1,E. coli
4.21,9.89,0,0,0,0,0,0,Fungi
6.7,7.48,1,0,0,0,0,1,E. coli
7.49,10.55,0,0,0,0,0,1,Salmonella
9.46,14.37,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.97,5.01,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.21,13.77,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.0,4.11,0,0,0,0,0,0,None
4.67,14.99,0,0,0,1,0,0,Fungi
5.23,9.32,0,0,0,1,0,0,Fungi
9.97,7.89,1,1,0,0,0,1,Vibrio cholerae
4.37,7.27,0,0,0,0,0,0,Fungi
6.7,40.44,1,0,0,0,0,1,E. coli
9.12,3.52,0,0,0,0,0,0,None
4.15,13.23,0,0,0,0,0,0,Fungi
8.03,13.72,1,1,0,0,0,0,Viruses
6.41,11.98,1,1,0,0,0,1,Vibrio cholerae
4.16,4.59,0,0,0,1,0,0,Fungi
5.82,0.33,0,0,1,0,0,0,None
4.55,10.34,1,1,0,0,0,1,Vibrio cholerae
5.11,37.85,0,0,0,0,0,0,Fungi
5.5,12.37,1,0,0,0,0,0,Protozoa
6.85,11.34,1,0,0,0,0,1,E. coli
7.9,26.55,1,1,0,0,0,1,E. coli
6.07,11.01,1,0,0,0,0,0,Protozoa
9.14,12.44,0,0,1,0,1,0,Hepatitis A/E
7.97,3.8,0,0,0,0,0,0,None
6.43,6.11,1,1,0,0,0,1,Vibrio cholerae
8.32,81.81,1,1,1,1,0,1,Cyanobacteria
5.72,11.68,1,1,0,0,0,1,Vibrio cholerae
8.63,5.23,0,0,0,0,0,0,None
7.42,14.97,1,1,0,0,0,1,E. coli
9.23,10.34,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.58,12.97,1,1,0,0,0,1,E. coli
8.52,8.81,0,0,0,0,0,0,None
6.7,2.43,0,0,0,0,0,0,None
8.98,0.28,1,0,1,0,0,1,Salmonella
4.59,12.12,0,0,0,0,0,0,Fungi
7.8,11.02,1,1,0,0,0,1,E. coli
6.61,5.23,1,1,0,0,0,1,Vibrio cholerae
6.32,6.34,1,0,0,0,0,1,E. coli
7.62,45.75,1,1,0,0,0,1,Vibrio cholerae
7.71,11.64,1,0,0,0,0,0,Protozoa
4.65,13.87,0,0,0,0,0,0,Fungi
7.95,12.98,1,1,0,0,0,1,E. coli
9.67,4.96,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.56,5.86,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.8,12.71,1,1,0,0,0,1,Vibrio cholerae
7.07,6.0,1,1,0,0,0,1,Vibrio cholerae
6.47,12.74,0,0,0,0,0,1,Vibrio cholerae
9.34,0.61,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.05,55.9,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.6,1.13,0,0,0,0,1,0,Hepatitis A/E
8.23,12.41,1,1,0,0,0,1,E. coli
8.89,11.54,0,0,0,0,0,0,None
4.31,51.44,1,1,0,0,0,1,Vibrio cholerae
8.14,10.93,1,0,0,0,0,1,E. coli
5.85,11.68,1,0,0,0,0,0,Protozoa
8.87,27.62,0,0,0,0,0,0,None
9.54,12.3,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.89,13.56,1,0,0,1,0,1,Cyanobacteria
5.52,10.86,1,0,0,0,0,0,Protozoa
9.25,4.12,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.69,5.22,1,1,0,0,0,1,Vibrio cholerae
7.97,8.53,1,0,0,0,0,0,Protozoa
4.32,14.06,0,0,0,1,0,0,Fungi
8.41,8.19,1,1,0,0,0,1,E. coli
7.48,97.77,0,0,0,0,1,0,Hepatitis A/E
9.83,10.27,1,1,0,0,0,1,Vibrio cholerae
9.2,96.82,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.94,1.31,0,0,0,0,0,0,None
5.84,5.88,1,0,0,0,0,1,E. coli
9.02,14.38,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.93,1.77,0,0,1,0,0,0,None
7.68,6.45,1,1,0,0,0,1,Vibrio cholerae
8.21,4.29,1,1,0,0,0,1,Vibrio cholerae
7.2,59.3,1,1,0,0,0,1,Vibrio cholerae
6.2,5.71,1,1,0,0,0,1,Vibrio cholerae
4.92,11.53,0,0,1,0,1,0,Hepatitis A/E
5.2,2.39,0,0,0,0,0,0,Fungi
6.2,1.38,0,0,0,0,0,0,None
5.26,43.1,0,0,0,0,0,0,Fungi
9.37,12.05,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.91,13.45,1,1,0,0,0,1,Vibrio cholerae
5.84,10.95,0,0,0,0,0,1,E. coli
7.65,7.52,1,0,0,0,0,1,E. coli
9.45,10.39,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.35,5.93,1,1,0,0,0,1,E. coli
7.94,0.18,0,0,0,0,0,0,None
4.02,13.89,0,0,0,0,0,0,Fungi
7.78,4.65,0,0,0,0,0,0,None
9.31,35.76,0,0,1,0,1,0,Hepatitis A/E
7.32,0.84,0,0,0,0,0,0,None
7.51,13.26,1,0,1,1,0,1,Cyanobacteria
6.66,2.96,0,0,0,0,0,0,None
4.83,7.56,0,0,0,1,0,0,Fungi
7.82,2.56,0,0,0,0,0,0,None
5.56,0.31,1,0,1,0,0,1,Salmonella
5.95,13.3,1,0,0,0,0,0,Protozoa
4.38,12.76,0,0,0,0,0,0,Fungi
4.68,10.16,0,0,0,0,0,0,Fungi
5.74,52.56,1,1,0,0,0,1,E. coli
8.21,6.55,1,0,1,0,0,1,Salmonella
7.78,8.32,1,0,0,0,0,1,E. coli
7.76,34.4,1,0,0,0,0,1,E. coli
4.38,12.94,0,0,0,0,0,0,Fungi
6.78,8.16,1,0,0,0,0,1,E. coli
5.36,5.82,0,0,0,0,0,0,Fungi
5.04,13.02,0,0,0,0,0,0,Fungi
9.91,5.53,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.03,5.67,1,0,0,0,0,0,Protozoa
7.66,29.25,1,1,0,0,0,1,E. coli
9.77,43.28,1,0,1,0,0,1,Salmonella
6.1,13.9,1,0,0,0,0,1,E. coli
6.74,0.95,0,0,0,0,0,0,None
5.88,8.3,1,0,0,0,0,0,Protozoa
9.53,2.0,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.61,4.56,0,0,0,1,0,0,Fungi
5.61,96.95,1,0,0,0,0,1,E. coli
7.33,7.62,1,0,0,0,0,0,Protozoa
7.27,10.29,1,0,0,0,0,1,E. coli
5.14,25.72,0,0,0,0,0,0,Fungi
7.02,8.79,1,1,0,0,0,1,Vibrio cholerae
8.14,5.48,1,1,0,0,0,1,E. coli
9.49,2.19,0,0,0,0,0,0,None
8.09,91.07,1,0,0,0,0,1,E. coli
5.98,0.59,0,0,0,0,0,0,None
9.53,1.97,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.18,14.62,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.93,6.19,0,0,0,1,0,0,Fungi
5.8,58.41,1,0,0,0,0,0,Protozoa
7.11,9.34,1,0,0,0,0,1,E. coli
7.53,61.7,1,1,1,1,0,1,Cyanobacteria
7.13,9.98,1,1,0,0,0,1,Vibrio cholerae
7.79,4.09,0,0,0,0,0,0,None
8.1,2.18,0,0,0,0,0,1,None
8.35,12.26,0,0,0,0,0,1,E. coli
5.92,40.2,1,1,0,0,0,1,Vibrio cholerae
6.28,10.44,1,0,0,0,0,1,E. coli
5.31,4.7,0,0,0,0,0,0,Fungi
5.07,4.69,0,0,0,0,0,0,Fungi
5.66,12.8,1,0,0,0,0,1,E. coli
6.06,8.92,1,1,0,0,0,0,Viruses
7.06,14.53,1,1,0,0,0,1,Vibrio cholerae
6.9,14.68,1,0,0,0,0,1,E. coli
6.13,9.93,1,0,0,0,0,0,Protozoa
5.09,4.59,1,0,1,0,0,1,Salmonella
7.01,25.09,1,0,1,0,0,1,Salmonella
5.63,6.56,1,0,0,0,0,1,E. coli
6.05,1.6,0,0,0,0,0,1,Salmonella
4.76,13.23,0,0,0,0,0,0,Fungi
9.23,4.88,1,1,0,0,0,1,Vibrio cholerae
5.29,5.26,0,0,0,0,0,0,Fungi
4.22,9.04,1,1,0,1,0,1,Vibrio cholerae
6.94,10.82,1,1,0,0,0,1,Vibrio cholerae
9.48,20.65,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.21,12.51,1,1,0,0,0,1,Vibrio cholerae
7.98,14.86,1,0,1,0,0,1,Salmonella
5.45,7.37,0,0,0,1,0,0,Fungi
8.01,0.85,0,0,0,0,0,0,None
6.18,4.28,0,0,0,0,0,0,None
5.01,11.84,0,0,0,1,0,0,Fungi
7.88,40.75,1,0,0,0,0,1,E. coli
6.63,39.63,1,1,0,0,0,1,Vibrio cholerae
8.07,1.81,0,0,0,0,0,0,None
8.14,2.3,0,0,0,0,0,0,None
5.22,14.36,0,0,0,0,0,0,Fungi
9.18,13.4,0,0,0,0,1,0,Hepatitis A/E
7.51,8.96,1,0,0,0,0,0,Protozoa
9.73,11.43,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.39,1.83,0,0,1,0,1,0,Hepatitis A/E
6.53,10.51,1,0,0,0,0,0,Protozoa
5.88,3.64,0,0,0,0,0,0,None
8.76,6.35,1,0,1,0,0,1,Salmonella
4.77,12.46,0,0,0,1,0,0,Fungi
6.13,34.63,1,0,0,0,0,1,E. coli
8.98,4.37,1,0,1,0,0,1,Salmonella
7.84,14.6,1,0,0,0,0,1,E. coli
6.47,9.12,1,0,0,0,0,1,E. coli
7.94,1.77,0,0,0,0,0,0,None
9.94,13.62,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.59,2.41,0,0,0,0,0,0,None
9.89,13.4,1,0,1,0,0,1,Salmonella
4.44,7.78,0,0,0,1,0,0,Fungi
6.72,12.34,1,1,0,0,0,1,E. coli
5.17,37.6,0,0,0,0,1,0,Hepatitis A/E
5.8,63.16,0,0,0,0,0,1,Salmonella
9.78,4.26,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.79,0.27,0,0,0,0,0,0,None
9.33,0.41,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.14,1.1,0,0,0,0,0,0,Fungi
9.9,29.53,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.22,35.28,1,1,0,0,0,1,Vibrio cholerae
7.79,10.59,1,1,0,0,0,1,E. coli
6.07,10.23,1,0,0,0,0,0,Protozoa
9.49,12.97,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.66,1.19,0,0,0,0,0,0,Fungi
9.23,27.89,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.67,3.19,0,0,0,0,0,0,None
5.65,1.69,0,0,1,0,0,0,None
9.69,4.25,0,0,1,0,1,0,Hepatitis A/E
7.95,13.35,1,0,0,0,0,1,E. coli
9.89,15.63,1,1,0,0,0,1,Vibrio cholerae
4.52,12.02,0,0,0,0,0,0,Fungi
4.55,93.78,0,0,0,0,0,0,Fungi
7.52,7.07,1,0,0,1,0,1,Cyanobacteria
9.1,3.19,1,0,1,0,0,1,Salmonella
7.13,7.83,1,0,0,0,0,1,E. coli
6.34,4.08,0,0,0,0,1,0,Hepatitis A/E
5.19,0.52,0,0,0,0,0,0,Fungi
8.1,4.56,0,0,0,0,0,0,None
9.16,6.42,1,0,1,0,0,1,Salmonella
7.9,1.34,0,0,0,0,0,0,None
6.12,10.97,1,0,0,0,0,1,E. coli
8.71,7.47,0,0,0,0,0,0,None
6.0,31.12,1,0,0,0,0,1,E. coli
5.79,8.95,1,1,0,0,0,1,Vibrio cholerae
7.24,14.26,1,0,0,0,0,1,E. coli
5.28,9.57,0,0,0,0,0,0,Fungi
7.21,4.35,0,0,0,0,0,0,None
6.03,35.88,1,1,0,0,0,1,E. coli
6.89,12.73,1,0,0,0,0,0,Protozoa
5.81,14.76,1,1,0,0,0,1,E. coli
5.32,30.73,0,0,0,1,0,0,Fungi
8.39,8.29,1,0,0,0,0,0,Protozoa
6.53,63.66,1,1,0,0,0,0,Viruses
4.3,9.41,0,0,0,1,0,0,Fungi
8.51,1.61,0,0,0,0,0,0,None
4.02,2.53,0,0,0,0,1,0,Hepatitis A/E
5.56,2.59,0,0,0,0,0,0,None
5.58,5.86,1,0,0,0,0,1,E. coli
6.05,4.19,0,0,0,0,0,0,None
6.97,1.61,1,0,1,0,0,1,Salmonella
8.03,7.6,1,1,0,0,0,1,E. coli
6.02,9.88,1,0,0,0,0,1,E. coli
9.16,46.97,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.4,8.37,1,0,0,0,0,1,E. coli
5.88,7.16,1,1,1,0,0,1,Salmonella
9.71,3.03,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.82,0.18,0,0,0,0,0,0,None
5.82,13.56,1,1,1,0,0,1,Salmonella
5.42,0.66,0,0,0,0,0,0,Fungi
5.12,9.59,1,1,0,0,0,1,Vibrio cholerae
4.04,73.81,1,1,0,0,0,1,Vibrio cholerae
6.16,3.17,0,0,0,0,0,0,None
4.06,7.28,0,0,0,0,0,0,Fungi
7.16,0.28,0,0,0,0,0,0,None
6.21,8.24,1,1,0,0,0,1,E. coli
7.07,3.64,1,0,1,0,0,1,Salmonella
8.88,5.03,0,0,0,0,0,1,None
6.89,64.47,1,0,0,0,0,1,E. coli
9.72,4.46,1,1,0,0,0,1,Vibrio cholerae
7.56,7.68,1,1,0,0,0,1,E. coli
8.34,1.65,0,0,0,1,0,0,Cyanobacteria
7.23,11.62,1,0,0,0,0,1,E. coli
7.02,8.57,1,0,0,0,0,1,E. coli
4.24,3.45,0,0,0,1,0,0,Fungi
9.56,7.65,1,0,1,0,0,1,Salmonella
4.03,12.31,0,0,0,0,0,0,Fungi
9.4,3.78,1,1,0,0,0,1,Vibrio cholerae
6.41,48.92,1,0,1,0,0,1,Salmonella
7.17,6.01,1,1,0,0,0,1,Vibrio cholerae
8.83,3.09,0,0,1,0,0,0,None
7.18,6.95,1,0,0,0,0,0,Protozoa
4.07,8.79,1,0,1,0,0,1,Salmonella
4.05,11.26,0,0,0,0,0,0,Fungi
9.41,93.34,1,0,1,0,0,1,Salmonella
7.8,6.63,1,0,0,0,0,1,E. coli
6.45,5.63,1,1,0,0,0,0,Viruses
4.22,34.71,0,0,0,1,0,1,Vibrio cholerae
5.72,0.99,0,0,0,0,0,0,None
4.55,55.53,0,0,0,0,0,0,Fungi
4.84,3.91,0,0,0,1,0,0,Fungi
8.46,3.93,0,0,0,0,0,0,None
9.06,11.29,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.08,5.35,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.4,10.58,0,0,0,0,0,0,Fungi
5.29,6.12,0,0,0,0,1,0,Hepatitis A/E
9.79,7.83,0,0,1,0,1,0,Hepatitis A/E
7.74,14.56,1,1,0,1,0,1,Cyanobacteria
4.86,1.7,0,0,0,0,0,0,Fungi
8.15,90.96,1,1,0,0,0,0,Viruses
5.56,77.43,1,0,0,0,0,1,E. coli
8.83,22.81,0,0,0,0,0,0,None
4.64,6.39,0,0,0,0,0,0,Fungi
5.37,34.94,0,0,0,0,0,0,Fungi
8.86,1.98,0,0,1,0,0,0,None
5.25,8.18,0,0,0,0,0,0,Fungi
7.49,7.53,1,1,0,0,0,1,Vibrio cholerae
8.04,3.24,0,0,0,0,0,0,None
6.2,6.45,1,0,0,0,0,1,E. coli
6.18,6.37,1,0,0,0,0,1,E. coli
7.04,9.07,1,0,0,0,0,0,Protozoa
5.44,11.42,0,0,0,1,0,0,Fungi
8.89,5.1,0,0,0,0,0,0,None
7.53,7.54,1,1,1,0,0,1,Salmonella
9.27,3.69,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.61,9.5,1,1,0,0,0,1,E. coli
7.12,6.95,1,1,0,0,0,0,Viruses
9.79,3.97,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.18,7.86,0,0,0,1,0,0,Fungi
8.33,14.46,1,0,0,0,0,0,Protozoa
5.13,23.03,0,0,0,1,0,0,Fungi
8.1,10.89,1,0,0,0,0,1,E. coli
6.57,3.28,1,1,0,0,0,1,Vibrio cholerae
4.97,58.78,1,1,0,0,0,1,Vibrio cholerae
7.76,0.86,0,0,0,0,0,0,None
9.74,6.7,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.78,6.49,1,0,0,0,0,0,Protozoa
6.28,6.75,1,1,0,0,0,1,E. coli
6.25,12.56,1,0,0,0,0,1,E. coli
4.6,2.32,0,0,0,0,0,0,Fungi
7.47,59.22,0,0,0,0,1,0,Hepatitis A/E
9.3,5.91,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.6,13.39,1,1,0,0,0,0,Viruses
7.88,8.65,1,1,0,0,0,1,Vibrio cholerae
7.41,9.13,1,1,0,0,0,1,E. coli
9.71,11.02,0,0,0,0,0,1,Salmonella
8.22,2.81,0,0,0,0,0,1,None
4.8,3.68,0,0,0,0,0,0,Fungi
6.72,84.01,1,1,0,0,0,1,E. coli
9.53,2.25,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.76,0.56,0,0,0,0,0,0,None
6.76,10.26,1,1,0,0,0,1,E. coli
4.27,11.74,0,0,0,1,0,0,Fungi
4.63,6.4,0,0,0,0,1,0,Hepatitis A/E
6.82,10.39,1,0,0,0,0,0,Protozoa
4.32,7.33,1,0,1,0,0,1,Salmonella
7.13,5.1,1,0,0,0,0,1,E. coli
5.5,10.63,1,1,0,0,0,1,Vibrio cholerae
8.87,67.63,1,1,0,0,0,1,Vibrio cholerae
7.35,0.72,0,0,0,0,0,0,None
6.8,9.53,0,0,0,0,0,1,Vibrio cholerae
4.32,6.37,0,0,0,0,0,0,Fungi
9.36,9.28,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.78,7.7,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.87,3.78,0,0,0,0,0,0,None
6.39,1.02,0,0,0,0,0,0,None
9.61,2.53,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.85,14.96,1,0,0,0,0,1,E. coli
5.36,10.44,0,0,0,0,0,0,Fungi
5.58,2.41,0,0,0,0,0,0,None
5.14,1.32,0,0,0,1,0,0,Fungi
6.44,82.9,1,0,0,0,0,1,E. coli
6.44,0.23,0,0,0,0,0,0,None
9.84,0.36,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.68,13.5,0,0,0,0,0,0,Fungi
9.5,10.96,1,0,1,0,0,1,Salmonella
7.73,90.39,1,0,0,0,0,1,E. coli
8.86,4.44,0,0,0,0,0,0,None
6.02,4.64,0,0,0,0,0,0,None
4.54,44.07,0,0,0,1,0,0,Fungi
9.49,48.53,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.83,3.94,0,0,0,0,0,0,None
8.91,5.72,0,0,0,0,1,0,Hepatitis A/E
9.29,89.59,0,0,0,0,1,0,Hepatitis A/E
7.47,10.48,1,0,0,0,0,0,Protozoa
9.21,91.43,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.77,9.65,0,0,1,0,1,0,Hepatitis A/E
5.21,10.72,0,0,0,0,0,0,Fungi
5.97,85.65,1,1,0,0,0,1,Vibrio cholerae
7.8,11.68,1,0,0,0,0,0,Protozoa
4.32,2.82,0,0,0,1,0,0,Fungi
8.94,13.33,0,0,0,0,0,0,None
4.82,2.42,1,0,1,0,0,1,Salmonella
9.88,14.44,1,1,0,0,0,1,Vibrio cholerae
4.75,53.01,0,0,0,0,0,0,Fungi
5.8,12.42,1,1,0,0,0,1,Vibrio cholerae
7.32,9.81,1,0,0,0,0,0,Protozoa
5.34,40.9,1,1,0,1,0,1,Vibrio cholerae
9.94,38.79,0,0,0,0,0,0,None
5.07,9.46,0,0,0,0,0,0,Fungi
5.06,12.3,0,0,0,0,0,0,Fungi
4.93,0.92,0,0,0,0,0,0,Fungi
8.35,10.22,1,0,0,0,0,1,E. coli
5.29,12.54,0,0,0,0,0,0,Fungi
8.28,41.96,1,0,0,0,0,1,E. coli
7.91,16.74,1,0,0,1,0,1,Cyanobacteria
5.29,3.81,0,0,0,0,0,0,Fungi
4.06,5.24,0,0,0,1,0,0,Fungi
