diarrhea,vomiting,fever,stomach_pain,nausea,weakness,headache,jaundice,dark_urine,dehydration,rash,body_pain,blood_stool,loss_appetite,pH,turbidity,possible_microorganisms
0,1,1,1,1,0,1,1,0,1,1,1,1,0,8.3,5.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,1,1,1,0,0,1,1,0,0,0,1,8.7,8.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,0,1,0,0,1,1,1,0,1,1,0,1,7.4,5.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,1,1,0,1,0,1,1,0,1,1,0,8.1,9.1,"Shigella spp.,E. coli,Leptospira"
0,1,1,1,0,0,1,1,1,1,1,1,1,0,6.3,11.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,0,1,1,1,1,1,0,1,0,0,1,0,0,6.4,4.6,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira"
0,0,0,0,1,0,1,0,0,1,1,1,0,0,7.4,5.8,"Salmonella typhi,Hepatitis A virus"
1,0,0,1,0,1,1,0,1,0,0,1,0,0,8.5,5.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.1,4.5,"Salmonella typhi,Leptospira"
0,0,0,0,0,1,0,0,1,0,1,1,0,0,8.5,13.2,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,0,0,0,1,1,0,0,1,1,0,0,0,1,6.9,5.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
0,0,0,1,1,0,0,1,0,1,0,1,0,0,6.2,8.9,"Hepatitis A virus,Shigella spp.,E. coli"
0,0,0,0,0,1,1,0,1,1,0,1,1,0,7.2,5.7,"Salmonella typhi,Hepatitis A virus"
0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.3,5.1,"Salmonella typhi,Giardia lamblia,Pseudomonas"
1,1,0,1,1,0,1,1,0,1,1,0,0,0,5.4,6.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,1,1,1,1,1,0,1,0,1,0,0,6.8,6.1,"Vibrio cholerae,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
0,1,0,1,0,1,1,0,0,1,0,0,0,0,6.1,12.1,"Vibrio cholerae,Salmonella typhi,E. coli,Giardia lamblia"
1,0,0,1,1,1,1,0,0,1,0,1,0,1,6.2,6.0,"Vibrio cholerae,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,1,1,0,0,1,0,0,0,0,0,8.2,14.4,"Salmonella typhi,Giardia lamblia"
0,1,1,1,1,0,1,0,0,0,0,0,0,0,6.7,5.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.5,2.0,"Hepatitis A virus,Shigella spp."
1,1,1,0,1,1,0,0,0,0,1,0,1,1,8.5,5.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,1,1,1,1,1,1,1,1,0,0,1,0,7.7,6.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,1,0,0,1,1,1,0,0,1,0,1,9.0,14.1,"Salmonella typhi,Shigella spp.,E. coli"
1,0,0,0,0,1,0,0,1,0,0,1,1,1,7.0,11.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,0,1,1,0,1,1,1,0,1,0,0,1,1,5.2,0.2,Hepatitis A virus
0,0,1,1,1,1,1,1,1,1,1,0,0,1,6.6,9.6,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,1,1,0,1,1,0,1,1,0,0,0,1,8.8,11.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,0,1,1,0,1,0,0,0,1,1,1,1,1,6.3,7.1,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,0,1,0,1,0,1,0,0,1,0,0,8.1,6.4,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,1,0,1,1,0,1,1,1,0,1,1,0,1,8.7,5.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,0,0,1,0,0,0,0,0,1,1,1,0,0,5.9,9.1,"Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,1,1,1,1,1,0,1,1,1,0,1,1,6.4,5.9,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,0,0,1,1,1,0,1,1,1,1,0,5.4,11.4,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,0,1,0,0,1,0,1,1,0,1,0,0,1,8.6,12.1,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,1,0,1,0,0,1,0,0,1,1,0,8.9,11.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,1,1,0,0,1,1,0,0,1,1,1,5.2,9.7,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,1,0,1,0,1,0,0,1,0,1,0,1,8.0,7.4,"Hepatitis A virus,Giardia lamblia,Leptospira"
0,1,0,1,0,1,1,0,1,0,0,1,1,1,6.7,2.2,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,0,0,1,1,1,0,0,0,1,1,0,0,0,8.9,14.1,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,1,0,0,1,0,1,1,0,1,1,1,0,7.4,13.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,1,1,1,1,0,0,1,0,0,1,1,1,6.6,14.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira,Cryptosporidium"
1,0,0,1,1,0,0,1,1,0,0,0,1,0,7.5,2.0,"Hepatitis A virus,Shigella spp."
1,1,0,0,0,1,0,0,0,1,1,0,0,0,7.6,8.5,"Salmonella typhi,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,0,1,1,0,1,0,0,0,0,0,0,6.4,9.1,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
0,1,1,1,1,1,0,0,1,1,0,1,0,1,6.1,2.6,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,0,1,1,1,0,0,0,0,1,1,1,0,1,7.9,10.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,0,0,0,0,0,1,1,1,0,1,0,6.6,0.9,"Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,1,0,1,0,1,0,0,0,1,1,0,0,6.3,2.4,"Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
1,0,0,1,1,0,0,0,1,0,0,0,1,0,7.8,7.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,1,1,0,1,0,0,1,1,1,0,1,1,8.4,6.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,0,0,1,0,0,1,0,1,1,1,1,8.3,5.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira,Pseudomonas"
1,1,1,0,1,0,1,0,1,1,1,1,0,0,7.4,4.1,"Salmonella typhi,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,0,0,1,0,0,1,0,0,1,0,0,1,1,7.1,2.1,"Salmonella typhi,Shigella spp."
0,1,1,0,0,0,1,1,1,1,0,0,1,0,6.7,12.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp."
1,1,1,1,1,0,0,1,1,1,0,0,1,0,6.6,14.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,0,0,0,1,1,0,1,1,1,0,0,1,0,7.6,3.0,Salmonella typhi
1,1,0,1,0,1,1,1,1,1,0,1,1,0,5.8,3.8,"Salmonella typhi,Shigella spp.,Giardia lamblia"
0,0,0,1,1,1,1,0,1,0,0,1,0,0,6.7,12.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,0,1,0,0,0,1,0,1,1,1,1,1,1,6.7,3.3,"Hepatitis A virus,Shigella spp.,Leptospira,Pseudomonas"
1,0,1,0,0,1,1,1,0,1,0,1,0,1,7.4,14.3,"Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
1,1,0,0,1,1,1,1,1,1,0,0,1,0,5.6,11.7,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Cryptosporidium"
1,0,0,1,0,1,1,1,1,1,1,0,1,1,7.5,3.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,1,1,1,0,1,0,0,0,0,1,0,0,7.1,7.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,1,1,0,0,1,1,0,1,1,1,0,1,1,8.6,1.6,Hepatitis A virus
0,0,1,0,1,1,1,0,1,1,0,1,0,0,7.8,2.4,"Salmonella typhi,Hepatitis A virus,Leptospira"
0,0,0,1,1,0,1,0,1,0,0,0,1,1,8.5,11.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,1,1,1,1,0,1,0,0,0,0,1,1,7.1,10.8,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia"
0,1,1,0,1,1,0,0,1,1,0,0,0,0,5.2,12.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
0,1,0,0,0,1,0,0,1,1,0,1,1,1,8.8,5.1,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,1,1,0,0,1,1,0,0,0,1,1,1,1,6.5,6.1,"Vibrio cholerae,Shigella spp.,E. coli,Pseudomonas"
1,1,1,0,1,0,1,1,0,1,1,0,1,0,5.5,1.5,"Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,0,1,1,1,1,0,1,0,1,0,0,0,6.7,8.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,0,1,1,1,1,1,1,0,0,1,0,1,0,5.9,9.2,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,0,0,0,0,0,0,1,0,0,1,0,5.4,14.5,"Vibrio cholerae,Salmonella typhi"
1,1,0,0,0,1,0,0,0,0,1,1,0,1,7.0,1.5,Pseudomonas
0,1,0,1,1,0,0,0,1,1,1,1,1,0,8.1,12.7,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,1,1,1,1,0,1,0,0,0,0,1,5.5,10.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,1,0,1,1,1,0,1,1,1,0,1,1,1,7.6,0.6,"Hepatitis A virus,Shigella spp."
1,1,1,1,1,1,1,1,0,0,1,1,1,1,8.8,8.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
1,1,1,0,1,0,1,1,1,1,0,1,1,0,8.0,14.5,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,1,1,0,1,0,1,0,1,1,0,0,0,0,6.9,11.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,1,0,1,0,0,0,0,0,1,1,0,1,1,7.1,1.3,"Shigella spp.,Pseudomonas"
0,0,1,0,1,1,1,1,0,1,0,0,1,1,6.3,11.0,"Hepatitis A virus,Shigella spp."
0,1,1,0,0,1,1,0,1,0,0,1,0,0,5.8,5.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Leptospira"
1,0,1,0,1,1,1,0,1,1,1,0,0,0,5.3,11.0,"Vibrio cholerae,Salmonella typhi,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,0,0,1,0,1,0,0,1,1,1,0,0,8.4,8.6,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,0,1,1,1,0,1,1,0,1,1,1,5.0,6.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
0,0,0,0,1,1,0,1,1,0,1,1,0,1,6.7,11.6,"Hepatitis A virus,Giardia lamblia,Pseudomonas"
1,1,0,0,0,0,1,0,0,1,1,0,0,1,7.4,4.4,"Salmonella typhi,E. coli,Pseudomonas"
1,0,0,0,1,0,1,0,0,1,1,0,0,1,7.6,12.5,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,0,0,0,0,1,1,0,0,1,1,0,0,8.4,6.2,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas"
1,0,1,1,1,1,0,0,0,1,1,0,1,0,7.9,7.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,1,0,1,1,0,1,1,1,0,0,1,0,1,5.9,9.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,1,1,0,1,0,0,1,1,0,1,0,1,7.5,8.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,1,0,1,0,0,1,1,0,1,0,0,0,1,7.7,1.1,Hepatitis A virus
0,0,1,1,0,0,0,0,1,1,1,0,0,1,9.0,2.2,"Hepatitis A virus,Pseudomonas"
0,1,1,0,1,0,1,0,1,1,1,0,1,0,6.5,2.2,"Salmonella typhi,Shigella spp.,Pseudomonas"
0,1,1,0,0,1,0,1,1,0,0,1,0,1,6.0,9.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
1,0,0,0,1,0,1,0,0,0,1,0,0,1,8.0,8.8,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,0,1,0,1,0,1,0,1,0,0,0,7.9,1.6,"Hepatitis A virus,Pseudomonas"
1,0,1,1,1,1,1,0,0,1,1,0,1,0,7.3,14.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,0,1,0,0,1,0,1,1,1,1,0,8.5,11.6,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,0,0,0,0,1,1,0,0,1,1,7.1,12.7,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,1,1,1,1,1,1,1,1,1,0,6.9,6.3,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,1,0,0,1,0,1,1,1,1,0,0,0,7.6,7.5,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,1,0,1,0,0,1,0,1,0,0,1,1,7.9,4.5,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia"
1,1,0,1,0,1,0,1,0,1,1,1,1,0,5.1,6.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,0,0,0,1,0,1,0,1,0,1,1,1,6.4,7.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
0,1,0,1,0,1,1,0,0,0,1,0,1,1,8.1,10.8,"Salmonella typhi,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,0,1,0,1,0,1,0,1,1,0,1,1,7.8,0.2,Pseudomonas
1,0,0,1,0,1,0,1,1,1,1,0,0,1,6.9,6.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,1,0,0,0,1,0,1,1,0,0,1,1,1,7.0,9.1,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,1,1,0,0,0,0,1,0,0,1,1,0,1,7.9,2.5,"Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
1,1,0,0,1,0,0,0,0,1,0,0,1,0,7.3,7.3,"Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,1,1,1,0,1,1,0,0,0,1,1,0,0,8.1,3.0,"Shigella spp.,Leptospira,Pseudomonas"
1,0,1,0,1,1,0,0,1,1,0,0,1,1,7.8,1.9,Shigella spp.
0,1,0,1,0,1,0,1,1,0,1,0,0,0,7.9,5.9,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas"
1,0,0,1,1,1,0,1,0,0,1,1,0,1,6.8,0.8,Pseudomonas
1,1,1,1,1,1,0,0,0,0,0,1,1,1,5.4,12.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
0,0,0,0,1,0,0,0,1,0,1,1,1,0,7.9,8.1,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,0,1,0,1,1,1,0,1,0,1,1,0,7.7,11.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,1,0,1,1,0,1,0,0,1,1,1,6.7,11.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli"
1,1,0,1,0,1,1,0,1,1,1,0,1,0,5.5,2.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,0,1,1,0,0,1,0,0,1,1,0,0,8.4,9.4,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,0,0,0,1,0,1,0,1,0,1,0,8.7,3.4,"Salmonella typhi,Shigella spp.,Pseudomonas"
1,1,0,1,0,1,1,1,0,1,0,1,0,1,5.2,5.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,1,1,1,1,0,0,0,1,1,1,0,0,1,5.0,11.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,1,0,0,0,0,1,1,1,1,1,0,8.5,3.5,"Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
1,0,0,1,1,1,1,1,0,1,1,1,1,1,6.6,11.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,0,1,1,1,1,0,0,0,1,1,1,0,1,8.4,6.8,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,0,0,1,1,1,1,0,0,0,0,0,1,1,7.5,9.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,1,1,1,0,0,0,1,1,0,0,1,1,7.4,12.5,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,1,1,1,0,1,0,0,1,1,1,0,1,0,6.1,4.2,"Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,1,0,0,1,1,0,0,1,0,0,0,8.0,9.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,1,1,1,0,1,0,1,1,1,0,1,1,7.7,3.4,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,0,1,0,0,1,1,0,1,1,0,1,0,8.7,4.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,0,1,0,0,0,1,1,1,1,0,0,0,6.3,12.8,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,0,1,0,0,1,0,1,0,0,0,0,0,8.1,11.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,1,0,0,1,1,0,0,1,1,0,6.3,11.0,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,1,1,1,1,0,1,1,0,0,1,0,1,1,7.2,10.0,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,0,0,1,0,1,0,0,0,0,1,1,6.4,1.7,Shigella spp.
1,1,0,0,0,0,1,0,1,0,1,1,1,1,7.9,3.5,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,0,1,0,0,0,1,0,1,1,0,1,1,0,7.8,10.2,"Hepatitis A virus,Shigella spp."
0,1,1,1,0,1,1,0,0,0,1,1,1,1,5.4,1.7,"Shigella spp.,Leptospira,Pseudomonas"
0,0,1,1,0,0,1,0,0,0,1,0,0,0,7.5,6.0,"Salmonella typhi,E. coli,Giardia lamblia,Pseudomonas"
0,1,1,1,0,0,1,0,0,0,0,0,1,0,7.5,12.2,"Salmonella typhi,E. coli,Giardia lamblia"
0,0,1,0,1,0,1,0,0,1,1,1,1,0,8.0,5.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
0,0,1,0,0,1,1,0,0,0,1,0,1,0,8.9,13.3,Shigella spp.
0,0,1,1,1,1,0,1,1,1,1,0,1,0,6.9,9.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,0,1,0,1,0,1,1,1,1,0,1,1,0,5.2,4.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
0,0,1,0,1,1,1,1,0,1,1,0,0,1,8.4,2.7,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,1,1,0,1,1,1,1,1,0,0,0,1,8.4,8.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,0,0,0,1,0,0,1,1,1,0,8.7,1.5,"Hepatitis A virus,Shigella spp.,Pseudomonas"
1,0,1,1,0,1,1,1,1,0,0,0,1,1,7.0,0.4,Hepatitis A virus
1,1,0,1,0,0,1,1,0,0,1,0,0,1,8.5,2.1,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,1,0,0,0,1,0,0,1,0,0,0,0,8.4,1.2,None
1,1,1,1,1,0,1,1,1,1,1,0,1,1,8.9,11.6,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,1,1,0,1,0,0,1,0,1,1,0,0,7.6,5.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
0,0,1,0,0,0,1,0,0,1,0,1,0,0,7.4,7.3,"Salmonella typhi,Leptospira"
0,1,0,1,0,1,0,1,0,0,1,1,1,1,5.6,14.6,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,1,0,0,1,1,0,1,0,1,0,1,7.2,0.2,"Hepatitis A virus,Leptospira"
1,0,1,1,0,1,1,0,0,0,0,0,0,0,8.2,2.9,"Salmonella typhi,Shigella spp."
1,1,0,1,1,0,1,0,1,1,1,0,1,0,8.4,3.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,0,0,0,1,1,1,1,1,1,0,1,1,6.8,7.2,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,0,1,1,1,0,0,0,1,1,1,1,0,5.6,2.9,Hepatitis A virus
1,0,1,1,1,1,0,0,1,1,0,0,0,0,5.3,12.6,"Vibrio cholerae,Hepatitis A virus,Giardia lamblia,Cryptosporidium"
0,0,1,1,1,1,1,1,1,0,1,1,0,1,6.2,10.7,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Pseudomonas"
1,1,0,1,0,1,1,0,1,0,0,0,1,1,7.8,1.7,Shigella spp.
0,0,0,1,0,1,0,0,0,0,1,0,1,1,7.6,9.4,"E. coli,Giardia lamblia,Pseudomonas"
1,1,1,0,0,0,0,1,1,0,0,1,1,0,7.4,2.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
1,0,1,1,1,1,0,1,0,1,0,0,0,1,8.4,11.4,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,1,1,0,0,0,1,0,1,1,1,1,1,6.1,13.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
1,0,1,0,1,0,0,0,1,0,1,0,1,1,5.3,0.2,Shigella spp.
1,0,0,1,1,0,1,0,0,0,0,0,1,1,5.9,1.7,Hepatitis A virus
1,1,0,0,1,1,1,1,1,0,1,1,1,1,6.3,2.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,1,0,1,0,0,1,0,0,0,0,1,0,8.6,1.4,"Hepatitis A virus,Shigella spp."
0,0,0,1,0,1,0,1,1,0,1,1,1,1,5.1,12.8,"Salmonella typhi,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,0,1,1,1,1,0,1,0,1,0,7.1,6.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,1,0,0,1,1,0,0,0,0,1,1,0,8.1,2.8,"Salmonella typhi,Shigella spp.,Leptospira"
1,1,1,0,0,1,0,0,1,1,1,0,0,0,8.4,10.6,"Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,0,1,1,0,1,0,0,0,0,0,1,7.5,6.1,"Salmonella typhi,Giardia lamblia"
1,0,1,0,0,0,0,0,1,1,1,0,0,1,6.0,2.8,"Salmonella typhi,Pseudomonas"
0,1,1,0,0,1,1,1,0,1,0,0,1,1,7.8,9.9,"Salmonella typhi,Hepatitis A virus"
0,1,0,1,0,1,1,1,1,0,0,0,0,1,5.8,14.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,0,1,1,1,1,1,1,1,1,1,0,0,1,8.7,14.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,0,1,0,1,0,1,1,1,0,0,0,8.3,5.5,"Hepatitis A virus,Pseudomonas"
0,0,1,0,1,1,1,1,0,0,1,0,0,1,6.6,6.1,"Hepatitis A virus,Giardia lamblia,Pseudomonas"
0,0,0,0,1,0,0,0,0,0,1,1,0,1,5.1,7.8,"Giardia lamblia,Pseudomonas"
0,1,0,0,1,1,1,1,1,1,1,1,1,0,7.8,2.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,0,0,0,0,0,0,1,1,0,1,1,0,8.3,14.0,Hepatitis A virus
1,1,1,1,0,1,1,1,0,1,1,1,0,1,5.3,5.6,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
1,1,0,1,0,0,0,1,0,1,1,0,1,0,5.2,7.9,"Vibrio cholerae,Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
1,0,0,0,1,1,1,0,1,1,0,0,1,0,5.5,11.2,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
